timestamp,is_peak,import_rate,export_rate,baseline_import_kwh,baseline_cost,solar_only_import_kwh,solar_only_export_kwh,solar_only_net_kwh,solar_only_import_cost,solar_only_export_cost,solar_only_net_cost,battery_only_import_kwh,battery_only_import_cost,solar_battery_import_kwh,solar_battery_export_kwh,solar_battery_net_kwh,solar_battery_import_cost,solar_battery_export_cost,solar_battery_net_cost
2025-01-01 10:00:00,False,0.138,0.06,1.428,0.1971,0.0,0.137,-0.137,0.0,0.0082,-0.0082,1.428,0.1971,0.161,0.04,0.121,0.0222,0.0024,0.0198
2025-01-01 11:00:00,False,0.138,0.06,1.31,0.1808,0.739,0.0,0.739,0.102,0.0,0.102,1.31,0.1808,0.951,0.0,0.951,0.1312,0.0,0.1312
2025-01-01 12:00:00,False,0.138,0.06,1.051,0.145,0.443,0.0,0.443,0.0611,0.0,0.0611,1.051,0.145,0.709,0.026,0.683,0.0978,0.0016,0.0962
2025-01-01 13:00:00,False,0.138,0.06,1.215,0.1677,0.71,0.0,0.71,0.098,0.0,0.098,1.215,0.1677,0.883,0.029,0.854,0.1219,0.0017,0.1202
2025-01-01 14:00:00,False,0.138,0.06,1.377,0.19,0.458,0.0,0.458,0.0632,0.0,0.0632,1.377,0.19,0.636,0.0,0.636,0.0878,0.0,0.0878
2025-01-01 15:00:00,False,0.138,0.06,0.441,0.0609,0.161,0.0,0.161,0.0222,0.0,0.0222,0.441,0.0609,0.439,0.0,0.439,0.0606,0.0,0.0606
2025-01-01 16:00:00,True,0.32,0.24,1.913,0.6122,1.911,0.0,1.911,0.6115,0.0,0.6115,1.913,0.6122,2.115,0.0,2.115,0.6768,0.0,0.6768
2025-01-01 17:00:00,True,0.32,0.24,0.589,0.1885,0.589,0.0,0.589,0.1885,0.0,0.1885,0.589,0.1885,0.859,0.0,0.859,0.2749,0.0,0.2749
2025-01-01 18:00:00,True,0.32,0.24,2.077,0.6646,2.077,0.0,2.077,0.6646,0.0,0.6646,2.076,0.6643,2.25,0.0,2.25,0.72,0.0,0.72
2025-01-01 19:00:00,True,0.32,0.24,1.658,0.5306,1.658,0.0,1.658,0.5306,0.0,0.5306,1.658,0.5306,1.926,0.0,1.926,0.6163,0.0,0.6163
2025-01-01 20:00:00,False,0.138,0.06,1.141,0.1575,1.141,0.0,1.141,0.1575,0.0,0.1575,1.141,0.1575,1.331,0.0,1.331,0.1837,0.0,0.1837
2025-01-01 21:00:00,False,0.138,0.06,1.884,0.26,1.884,0.0,1.884,0.26,0.0,0.26,1.884,0.26,2.104,0.0,2.104,0.2904,0.0,0.2904
2025-01-01 22:00:00,False,0.138,0.06,0.996,0.1374,0.996,0.0,0.996,0.1374,0.0,0.1374,0.996,0.1374,1.262,0.0,1.262,0.1742,0.0,0.1742
2025-01-01 23:00:00,False,0.138,0.06,0.974,0.1344,0.974,0.0,0.974,0.1344,0.0,0.1344,0.974,0.1344,1.186,0.0,1.186,0.1637,0.0,0.1637
2025-01-02 00:00:00,False,0.138,0.06,1.3,0.1794,1.3,0.0,1.3,0.1794,0.0,0.1794,3.029,0.418,1.506,0.0,1.506,0.2078,0.0,0.2078
2025-01-02 01:00:00,False,0.138,0.06,1.079,0.1489,1.079,0.0,1.079,0.1489,0.0,0.1489,1.079,0.1489,1.329,0.0,1.329,0.1834,0.0,0.1834
2025-01-02 02:00:00,False,0.138,0.06,1.045,0.1442,1.045,0.0,1.045,0.1442,0.0,0.1442,1.045,0.1442,1.207,0.0,1.207,0.1666,0.0,0.1666
2025-01-02 03:00:00,False,0.138,0.06,1.508,0.2081,1.508,0.0,1.508,0.2081,0.0,0.2081,1.508,0.2081,1.79,0.0,1.79,0.247,0.0,0.247
2025-01-02 04:00:00,False,0.138,0.06,2.1,0.2898,2.1,0.0,2.1,0.2898,0.0,0.2898,2.1,0.2898,2.32,0.0,2.32,0.3202,0.0,0.3202
2025-01-02 05:00:00,False,0.138,0.06,2.015,0.2781,2.015,0.0,2.015,0.2781,0.0,0.2781,2.015,0.2781,2.237,0.0,2.237,0.3087,0.0,0.3087
2025-01-02 06:00:00,False,0.138,0.06,2.25,0.3105,2.25,0.0,2.25,0.3105,0.0,0.3105,2.25,0.3105,2.47,0.0,2.47,0.3409,0.0,0.3409
2025-01-02 07:00:00,False,0.138,0.06,2.404,0.3318,2.314,0.0,2.314,0.3193,0.0,0.3193,2.404,0.3318,2.486,0.0,2.486,0.3431,0.0,0.3431
2025-01-02 08:00:00,False,0.138,0.06,3.119,0.4304,2.683,0.0,2.683,0.3703,0.0,0.3703,3.119,0.4304,2.903,0.0,2.903,0.4006,0.0,0.4006
2025-01-02 09:00:00,False,0.138,0.06,4.111,0.5673,2.684,0.0,2.684,0.3704,0.0,0.3704,4.111,0.5673,2.843,0.003,2.84,0.3923,0.0002,0.3921
2025-01-02 10:00:00,False,0.138,0.06,4.132,0.5702,1.438,0.0,1.438,0.1984,0.0,0.1984,4.132,0.5702,1.666,0.0,1.666,0.2299,0.0,0.2299
2025-01-02 11:00:00,False,0.138,0.06,1.262,0.1742,0.0,2.139,-2.139,0.0,0.1283,-0.1283,1.262,0.1742,0.0,1.825,-1.825,0.0,0.1095,-0.1095
2025-01-02 12:00:00,False,0.138,0.06,1.469,0.2027,0.0,1.873,-1.873,0.0,0.1124,-0.1124,1.469,0.2027,0.0,1.645,-1.645,0.0,0.0987,-0.0987
2025-01-02 13:00:00,False,0.138,0.06,1.712,0.2363,0.0,0.412,-0.412,0.0,0.0247,-0.0247,1.712,0.2363,0.016,0.262,-0.246,0.0022,0.0157,-0.0135
2025-01-02 14:00:00,False,0.138,0.06,0.701,0.0967,0.145,0.0,0.145,0.02,0.0,0.02,0.701,0.0967,0.387,0.026,0.361,0.0534,0.0016,0.0518
2025-01-02 15:00:00,False,0.138,0.06,1.78,0.2456,1.459,0.0,1.459,0.2013,0.0,0.2013,1.78,0.2456,1.565,0.0,1.565,0.216,0.0,0.216
2025-01-02 16:00:00,True,0.32,0.24,1.725,0.552,1.699,0.0,1.699,0.5437,0.0,0.5437,0.024,0.0077,0.023,0.021,0.002,0.0074,0.005,0.0024
2025-01-02 17:00:00,True,0.32,0.24,2.903,0.929,2.903,0.0,2.903,0.929,0.0,0.929,0.019,0.0061,0.025,0.006,0.019,0.008,0.0014,0.0066
2025-01-02 18:00:00,True,0.32,0.24,1.596,0.5107,1.596,0.0,1.596,0.5107,0.0,0.5107,0.012,0.0038,0.012,0.0,0.012,0.0038,0.0,0.0038
2025-01-02 19:00:00,True,0.32,0.24,2.044,0.6541,2.044,0.0,2.044,0.6541,0.0,0.6541,0.025,0.008,0.025,0.0,0.025,0.008,0.0,0.008
2025-01-02 20:00:00,False,0.138,0.06,2.622,0.3618,2.622,0.0,2.622,0.3618,0.0,0.3618,2.548,0.3516,2.584,0.0,2.584,0.3566,0.0,0.3566
2025-01-02 21:00:00,False,0.138,0.06,1.406,0.194,1.406,0.0,1.406,0.194,0.0,0.194,1.406,0.194,1.408,0.0,1.408,0.1943,0.0,0.1943
2025-01-02 22:00:00,False,0.138,0.06,1.463,0.2019,1.463,0.0,1.463,0.2019,0.0,0.2019,1.463,0.2019,1.499,0.0,1.499,0.2069,0.0,0.2069
2025-01-02 23:00:00,False,0.138,0.06,1.63,0.2249,1.63,0.0,1.63,0.2249,0.0,0.2249,1.63,0.2249,1.642,0.0,1.642,0.2266,0.0,0.2266
2025-01-03 00:00:00,False,0.138,0.06,0.991,0.1368,0.991,0.0,0.991,0.1368,0.0,0.1368,12.513,1.7268,1.003,0.0,1.003,0.1384,0.0,0.1384
2025-01-03 01:00:00,False,0.138,0.06,2.239,0.309,2.239,0.0,2.239,0.309,0.0,0.309,2.239,0.309,2.275,0.0,2.275,0.314,0.0,0.314
2025-01-03 02:00:00,False,0.138,0.06,2.241,0.3093,2.241,0.0,2.241,0.3093,0.0,0.3093,2.241,0.3093,2.269,0.0,2.269,0.3131,0.0,0.3131
2025-01-03 03:00:00,False,0.138,0.06,1.936,0.2672,1.936,0.0,1.936,0.2672,0.0,0.2672,1.936,0.2672,1.966,0.0,1.966,0.2713,0.0,0.2713
2025-01-03 04:00:00,False,0.138,0.06,1.993,0.275,1.993,0.0,1.993,0.275,0.0,0.275,1.993,0.275,2.029,0.0,2.029,0.28,0.0,0.28
2025-01-03 05:00:00,False,0.138,0.06,1.701,0.2347,1.701,0.0,1.701,0.2347,0.0,0.2347,1.701,0.2347,1.725,0.0,1.725,0.2381,0.0,0.2381
2025-01-03 06:00:00,False,0.138,0.06,2.607,0.3598,2.607,0.0,2.607,0.3598,0.0,0.3598,2.607,0.3598,2.631,0.0,2.631,0.3631,0.0,0.3631
2025-01-03 07:00:00,False,0.138,0.06,3.054,0.4215,2.956,0.0,2.956,0.4079,0.0,0.4079,3.054,0.4215,3.12,0.0,3.12,0.4306,0.0,0.4306
2025-01-03 08:00:00,False,0.138,0.06,2.544,0.3511,1.814,0.0,1.814,0.2503,0.0,0.2503,2.544,0.3511,3.244,0.0,3.244,0.4477,0.0,0.4477
2025-01-03 09:00:00,False,0.138,0.06,0.569,0.0785,0.0,0.899,-0.899,0.0,0.0539,-0.0539,0.569,0.0785,2.001,0.0,2.001,0.2761,0.0,0.2761
2025-01-03 10:00:00,False,0.138,0.06,0.0,0.0,0.0,2.593,-2.593,0.0,0.1556,-0.1556,0.0,0.0,2.023,0.0,2.023,0.2792,0.0,0.2792
2025-01-03 11:00:00,False,0.138,0.06,0.0,0.0,0.0,2.585,-2.585,0.0,0.1551,-0.1551,0.0,0.0,1.467,0.0,1.467,0.2024,0.0,0.2024
2025-01-03 12:00:00,False,0.138,0.06,0.0,0.0,0.0,2.449,-2.449,0.0,0.1469,-0.1469,0.0,0.0,1.488,0.0,1.488,0.2053,0.0,0.2053
2025-01-03 13:00:00,False,0.138,0.06,0.743,0.1025,0.0,0.701,-0.701,0.0,0.0421,-0.0421,0.743,0.1025,2.021,0.0,2.021,0.2789,0.0,0.2789
2025-01-03 14:00:00,False,0.138,0.06,0.568,0.0784,0.0,0.325,-0.325,0.0,0.0195,-0.0195,0.568,0.0784,1.477,0.0,1.477,0.2038,0.0,0.2038
2025-01-03 15:00:00,False,0.138,0.06,1.967,0.2714,1.641,0.0,1.641,0.2265,0.0,0.2265,1.967,0.2714,2.153,0.0,2.153,0.2971,0.0,0.2971
2025-01-03 16:00:00,True,0.32,0.24,2.245,0.7184,2.223,0.0,2.223,0.7114,0.0,0.7114,0.039,0.0125,0.02,0.003,0.017,0.0064,0.0007,0.0057
2025-01-03 17:00:00,True,0.32,0.24,2.347,0.751,2.347,0.0,2.347,0.751,0.0,0.751,0.005,0.0016,0.012,0.007,0.005,0.0038,0.0017,0.0021
2025-01-03 18:00:00,True,0.32,0.24,2.306,0.7379,2.306,0.0,2.306,0.7379,0.0,0.7379,0.017,0.0054,0.017,0.0,0.017,0.0054,0.0,0.0054
2025-01-03 19:00:00,True,0.32,0.24,1.893,0.6058,1.893,0.0,1.893,0.6058,0.0,0.6058,0.043,0.0138,0.045,0.0,0.045,0.0144,0.0,0.0144
2025-01-03 20:00:00,False,0.138,0.06,2.517,0.3473,2.517,0.0,2.517,0.3473,0.0,0.3473,2.517,0.3473,2.539,0.0,2.539,0.3504,0.0,0.3504
2025-01-03 21:00:00,False,0.138,0.06,2.541,0.3507,2.541,0.0,2.541,0.3507,0.0,0.3507,2.541,0.3507,2.543,0.0,2.543,0.3509,0.0,0.3509
2025-01-03 22:00:00,False,0.138,0.06,1.183,0.1633,1.183,0.0,1.183,0.1633,0.0,0.1633,1.183,0.1633,1.183,0.0,1.183,0.1633,0.0,0.1633
2025-01-03 23:00:00,False,0.138,0.06,1.594,0.22,1.594,0.0,1.594,0.22,0.0,0.22,1.594,0.22,1.594,0.0,1.594,0.22,0.0,0.22
2025-01-04 00:00:00,False,0.138,0.06,2.213,0.3054,2.213,0.0,2.213,0.3054,0.0,0.3054,14.35,1.9803,2.217,0.0,2.217,0.3059,0.0,0.3059
2025-01-04 01:00:00,False,0.138,0.06,2.361,0.3258,2.361,0.0,2.361,0.3258,0.0,0.3258,2.361,0.3258,2.393,0.0,2.393,0.3302,0.0,0.3302
2025-01-04 02:00:00,False,0.138,0.06,2.384,0.329,2.384,0.0,2.384,0.329,0.0,0.329,2.384,0.329,2.406,0.0,2.406,0.332,0.0,0.332
2025-01-04 03:00:00,False,0.138,0.06,2.555,0.3526,2.555,0.0,2.555,0.3526,0.0,0.3526,2.555,0.3526,2.585,0.0,2.585,0.3567,0.0,0.3567
2025-01-04 04:00:00,False,0.138,0.06,2.267,0.3128,2.267,0.0,2.267,0.3128,0.0,0.3128,2.267,0.3128,2.295,0.0,2.295,0.3167,0.0,0.3167
2025-01-04 05:00:00,False,0.138,0.06,2.59,0.3574,2.59,0.0,2.59,0.3574,0.0,0.3574,2.59,0.3574,2.622,0.0,2.622,0.3618,0.0,0.3618
2025-01-04 06:00:00,False,0.138,0.06,2.54,0.3505,2.54,0.0,2.54,0.3505,0.0,0.3505,2.54,0.3505,2.564,0.0,2.564,0.3538,0.0,0.3538
2025-01-04 07:00:00,False,0.138,0.06,3.097,0.4274,3.008,0.0,3.008,0.4151,0.0,0.4151,3.097,0.4274,3.164,0.0,3.164,0.4366,0.0,0.4366
2025-01-04 08:00:00,False,0.138,0.06,2.31,0.3188,1.805,0.0,1.805,0.2491,0.0,0.2491,2.31,0.3188,2.783,0.0,2.783,0.3841,0.0,0.3841
2025-01-04 09:00:00,False,0.138,0.06,1.424,0.1965,0.0,0.304,-0.304,0.0,0.0182,-0.0182,1.424,0.1965,3.084,0.0,3.084,0.4256,0.0,0.4256
2025-01-04 10:00:00,False,0.138,0.06,3.326,0.459,0.463,0.0,0.463,0.0639,0.0,0.0639,3.326,0.459,4.579,0.0,4.579,0.6319,0.0,0.6319
2025-01-04 11:00:00,False,0.138,0.06,0.0,0.0,0.0,3.564,-3.564,0.0,0.2138,-0.2138,0.0,0.0,1.247,0.0,1.247,0.1721,0.0,0.1721
2025-01-04 12:00:00,False,0.138,0.06,0.21,0.029,0.0,3.114,-3.114,0.0,0.1868,-0.1868,0.21,0.029,1.88,0.0,1.88,0.2594,0.0,0.2594
2025-01-04 13:00:00,False,0.138,0.06,0.381,0.0526,0.0,2.002,-2.002,0.0,0.1201,-0.1201,0.381,0.0526,2.01,0.0,2.01,0.2774,0.0,0.2774
2025-01-04 14:00:00,False,0.138,0.06,4.006,0.5528,3.149,0.0,3.149,0.4346,0.0,0.4346,4.006,0.5528,4.077,0.0,4.077,0.5626,0.0,0.5626
2025-01-04 15:00:00,False,0.138,0.06,2.827,0.3901,2.437,0.0,2.437,0.3363,0.0,0.3363,2.827,0.3901,2.711,0.0,2.711,0.3741,0.0,0.3741
2025-01-04 16:00:00,True,0.32,0.24,2.735,0.8752,2.708,0.0,2.708,0.8666,0.0,0.8666,0.05,0.016,0.032,0.003,0.029,0.0102,0.0007,0.0095
2025-01-04 17:00:00,True,0.32,0.24,2.426,0.7763,2.426,0.0,2.426,0.7763,0.0,0.7763,0.017,0.0054,0.017,0.0,0.017,0.0054,0.0,0.0054
2025-01-04 18:00:00,True,0.32,0.24,2.719,0.8701,2.719,0.0,2.719,0.8701,0.0,0.8701,0.028,0.009,0.029,0.001,0.028,0.0093,0.0002,0.0091
2025-01-04 19:00:00,True,0.32,0.24,3.16,1.0112,3.16,0.0,3.16,1.0112,0.0,1.0112,2.088,0.6682,2.112,0.0,2.112,0.6758,0.0,0.6758
2025-01-04 20:00:00,False,0.138,0.06,3.201,0.4417,3.201,0.0,3.201,0.4417,0.0,0.4417,3.201,0.4417,3.201,0.0,3.201,0.4417,0.0,0.4417
2025-01-04 21:00:00,False,0.138,0.06,2.481,0.3424,2.481,0.0,2.481,0.3424,0.0,0.3424,2.481,0.3424,2.483,0.0,2.483,0.3427,0.0,0.3427
2025-01-04 22:00:00,False,0.138,0.06,1.237,0.1707,1.237,0.0,1.237,0.1707,0.0,0.1707,1.237,0.1707,1.243,0.0,1.243,0.1715,0.0,0.1715
2025-01-04 23:00:00,False,0.138,0.06,1.563,0.2157,1.563,0.0,1.563,0.2157,0.0,0.2157,1.563,0.2157,1.565,0.0,1.565,0.216,0.0,0.216
2025-01-05 00:00:00,False,0.138,0.06,2.335,0.3222,2.335,0.0,2.335,0.3222,0.0,0.3222,11.424,1.5765,2.337,0.0,2.337,0.3225,0.0,0.3225
2025-01-05 01:00:00,False,0.138,0.06,2.222,0.3066,2.222,0.0,2.222,0.3066,0.0,0.3066,2.222,0.3066,2.238,0.0,2.238,0.3088,0.0,0.3088
2025-01-05 02:00:00,False,0.138,0.06,2.61,0.3602,2.61,0.0,2.61,0.3602,0.0,0.3602,2.61,0.3602,2.642,0.0,2.642,0.3646,0.0,0.3646
2025-01-05 03:00:00,False,0.138,0.06,2.142,0.2956,2.142,0.0,2.142,0.2956,0.0,0.2956,2.142,0.2956,2.172,0.0,2.172,0.2997,0.0,0.2997
2025-01-05 04:00:00,False,0.138,0.06,2.514,0.3469,2.514,0.0,2.514,0.3469,0.0,0.3469,2.514,0.3469,2.552,0.0,2.552,0.3522,0.0,0.3522
2025-01-05 05:00:00,False,0.138,0.06,2.606,0.3596,2.606,0.0,2.606,0.3596,0.0,0.3596,2.606,0.3596,2.632,0.0,2.632,0.3632,0.0,0.3632
2025-01-05 06:00:00,False,0.138,0.06,2.514,0.3469,2.514,0.0,2.514,0.3469,0.0,0.3469,2.514,0.3469,2.544,0.0,2.544,0.3511,0.0,0.3511
2025-01-05 07:00:00,False,0.138,0.06,3.08,0.425,3.043,0.0,3.043,0.4199,0.0,0.4199,3.08,0.425,3.127,0.0,3.127,0.4315,0.0,0.4315
2025-01-05 08:00:00,False,0.138,0.06,2.619,0.3614,1.97,0.0,1.97,0.2719,0.0,0.2719,2.619,0.3614,3.25,0.0,3.25,0.4485,0.0,0.4485
2025-01-05 09:00:00,False,0.138,0.06,5.557,0.7669,3.863,0.0,3.863,0.5331,0.0,0.5331,5.557,0.7669,7.239,0.0,7.239,0.999,0.0,0.999
2025-01-05 10:00:00,False,0.138,0.06,2.811,0.3879,0.71,0.0,0.71,0.098,0.0,0.098,2.811,0.3879,4.342,0.0,4.342,0.5992,0.0,0.5992
2025-01-05 11:00:00,False,0.138,0.06,0.424,0.0585,0.0,1.434,-1.434,0.0,0.086,-0.086,0.424,0.0585,2.296,0.0,2.296,0.3168,0.0,0.3168
2025-01-05 12:00:00,False,0.138,0.06,1.046,0.1443,0.0,0.08,-0.08,0.0,0.0048,-0.0048,1.046,0.1443,2.202,0.0,2.202,0.3039,0.0,0.3039
2025-01-05 13:00:00,False,0.138,0.06,2.157,0.2977,1.286,0.0,1.286,0.1775,0.0,0.1775,2.157,0.2977,3.034,0.0,3.034,0.4187,0.0,0.4187
2025-01-05 14:00:00,False,0.138,0.06,1.842,0.2542,1.273,0.0,1.273,0.1757,0.0,0.1757,1.842,0.2542,2.441,0.0,2.441,0.3369,0.0,0.3369
2025-01-05 15:00:00,False,0.138,0.06,1.918,0.2647,1.628,0.0,1.628,0.2247,0.0,0.2247,1.918,0.2647,2.27,0.0,2.27,0.3133,0.0,0.3133
2025-01-05 16:00:00,True,0.32,0.24,2.431,0.7779,2.423,0.0,2.423,0.7754,0.0,0.7754,0.021,0.0067,0.019,0.0,0.019,0.0061,0.0,0.0061
2025-01-05 17:00:00,True,0.32,0.24,2.733,0.8746,2.733,0.0,2.733,0.8746,0.0,0.8746,0.022,0.007,0.022,0.0,0.022,0.007,0.0,0.007
2025-01-05 18:00:00,True,0.32,0.24,2.353,0.753,2.353,0.0,2.353,0.753,0.0,0.753,1.312,0.4198,1.336,0.0,1.336,0.4275,0.0,0.4275
2025-01-05 19:00:00,True,0.32,0.24,2.955,0.9456,2.955,0.0,2.955,0.9456,0.0,0.9456,2.955,0.9456,2.959,0.0,2.959,0.9469,0.0,0.9469
2025-01-05 20:00:00,False,0.138,0.06,2.68,0.3698,2.68,0.0,2.68,0.3698,0.0,0.3698,2.68,0.3698,2.684,0.0,2.684,0.3704,0.0,0.3704
2025-01-05 21:00:00,False,0.138,0.06,3.104,0.4284,3.104,0.0,3.104,0.4284,0.0,0.4284,3.104,0.4284,3.11,0.0,3.11,0.4292,0.0,0.4292
2025-01-05 22:00:00,False,0.138,0.06,1.963,0.2709,1.963,0.0,1.963,0.2709,0.0,0.2709,1.963,0.2709,1.981,0.0,1.981,0.2734,0.0,0.2734
2025-01-05 23:00:00,False,0.138,0.06,2.038,0.2812,2.038,0.0,2.038,0.2812,0.0,0.2812,2.038,0.2812,2.038,0.0,2.038,0.2812,0.0,0.2812
2025-01-06 00:00:00,False,0.138,0.06,2.831,0.3907,2.831,0.0,2.831,0.3907,0.0,0.3907,9.866,1.3615,2.851,0.0,2.851,0.3934,0.0,0.3934
2025-01-06 01:00:00,False,0.138,0.06,2.643,0.3647,2.643,0.0,2.643,0.3647,0.0,0.3647,2.643,0.3647,2.663,0.0,2.663,0.3675,0.0,0.3675
2025-01-06 02:00:00,False,0.138,0.06,3.024,0.4173,3.024,0.0,3.024,0.4173,0.0,0.4173,3.024,0.4173,3.052,0.0,3.052,0.4212,0.0,0.4212
2025-01-06 03:00:00,False,0.138,0.06,2.941,0.4059,2.941,0.0,2.941,0.4059,0.0,0.4059,2.941,0.4059,2.969,0.0,2.969,0.4097,0.0,0.4097
2025-01-06 04:00:00,False,0.138,0.06,2.667,0.368,2.667,0.0,2.667,0.368,0.0,0.368,2.667,0.368,2.695,0.0,2.695,0.3719,0.0,0.3719
2025-01-06 05:00:00,False,0.138,0.06,2.927,0.4039,2.927,0.0,2.927,0.4039,0.0,0.4039,2.927,0.4039,2.957,0.0,2.957,0.4081,0.0,0.4081
2025-01-06 06:00:00,False,0.138,0.06,3.299,0.4553,3.299,0.0,3.299,0.4553,0.0,0.4553,3.299,0.4553,3.317,0.0,3.317,0.4577,0.0,0.4577
2025-01-06 07:00:00,False,0.138,0.06,4.329,0.5974,4.263,0.0,4.263,0.5883,0.0,0.5883,4.329,0.5974,4.373,0.0,4.373,0.6035,0.0,0.6035
2025-01-06 08:00:00,False,0.138,0.06,3.06,0.4223,2.52,0.0,2.52,0.3478,0.0,0.3478,3.06,0.4223,3.564,0.0,3.564,0.4918,0.0,0.4918
2025-01-06 09:00:00,False,0.138,0.06,2.238,0.3088,1.338,0.0,1.338,0.1846,0.0,0.1846,2.238,0.3088,3.12,0.0,3.12,0.4306,0.0,0.4306
2025-01-06 10:00:00,False,0.138,0.06,2.457,0.3391,1.292,0.0,1.292,0.1783,0.0,0.1783,2.457,0.3391,3.65,0.0,3.65,0.5037,0.0,0.5037
2025-01-06 11:00:00,False,0.138,0.06,2.141,0.2955,0.99,0.0,0.99,0.1366,0.0,0.1366,2.141,0.2955,3.3,0.0,3.3,0.4554,0.0,0.4554
2025-01-06 12:00:00,False,0.138,0.06,4.972,0.6861,4.173,0.0,4.173,0.5759,0.0,0.5759,4.972,0.6861,5.803,0.0,5.803,0.8008,0.0,0.8008
2025-01-06 13:00:00,False,0.138,0.06,1.834,0.2531,0.839,0.0,0.839,0.1158,0.0,0.1158,1.834,0.2531,2.831,0.0,2.831,0.3907,0.0,0.3907
2025-01-06 14:00:00,False,0.138,0.06,2.003,0.2764,1.126,0.0,1.126,0.1554,0.0,0.1554,2.003,0.2764,2.884,0.0,2.884,0.398,0.0,0.398
2025-01-06 15:00:00,False,0.138,0.06,2.415,0.3333,2.001,0.0,2.001,0.2761,0.0,0.2761,2.415,0.3333,2.859,0.0,2.859,0.3945,0.0,0.3945
2025-01-06 16:00:00,True,0.32,0.24,3.001,0.9603,2.965,0.0,2.965,0.9488,0.0,0.9488,0.049,0.0157,0.023,0.0,0.023,0.0074,0.0,0.0074
2025-01-06 17:00:00,True,0.32,0.24,3.363,1.0762,3.363,0.0,3.363,1.0762,0.0,1.0762,1.706,0.5459,1.726,0.0,1.726,0.5523,0.0,0.5523
2025-01-06 18:00:00,True,0.32,0.24,2.99,0.9568,2.99,0.0,2.99,0.9568,0.0,0.9568,2.99,0.9568,2.994,0.0,2.994,0.9581,0.0,0.9581
2025-01-06 19:00:00,True,0.32,0.24,3.098,0.9914,3.098,0.0,3.098,0.9914,0.0,0.9914,3.098,0.9914,3.1,0.0,3.1,0.992,0.0,0.992
2025-01-06 20:00:00,False,0.138,0.06,3.837,0.5295,3.837,0.0,3.837,0.5295,0.0,0.5295,3.837,0.5295,3.845,0.0,3.845,0.5306,0.0,0.5306
2025-01-06 21:00:00,False,0.138,0.06,3.588,0.4951,3.588,0.0,3.588,0.4951,0.0,0.4951,3.588,0.4951,3.596,0.0,3.596,0.4962,0.0,0.4962
2025-01-06 22:00:00,False,0.138,0.06,1.925,0.2657,1.925,0.0,1.925,0.2657,0.0,0.2657,1.925,0.2657,1.929,0.0,1.929,0.2662,0.0,0.2662
2025-01-06 23:00:00,False,0.138,0.06,2.993,0.413,2.993,0.0,2.993,0.413,0.0,0.413,2.993,0.413,2.993,0.0,2.993,0.413,0.0,0.413
2025-01-07 00:00:00,False,0.138,0.06,3.047,0.4205,3.047,0.0,3.047,0.4205,0.0,0.4205,14.21,1.961,3.055,0.0,3.055,0.4216,0.0,0.4216
2025-01-07 01:00:00,False,0.138,0.06,3.074,0.4242,3.074,0.0,3.074,0.4242,0.0,0.4242,3.074,0.4242,3.092,0.0,3.092,0.4267,0.0,0.4267
2025-01-07 02:00:00,False,0.138,0.06,2.974,0.4104,2.974,0.0,2.974,0.4104,0.0,0.4104,2.974,0.4104,2.996,0.0,2.996,0.4134,0.0,0.4134
